Categories,Source,Text,probabilities
random strings,LGBWR,"it favle yunidax explaih fy de hyifdx yhad rwadgy hfdriuv  tiki fau hawai failase ydrsxyii sertfug yewsguh iqeefhuyo iyrfhodttre igytpkijva yuwsax  rywscv ufresf uhygtpoiihgf rdfuhcwsaziu ydtguirgj yft yiohgf tye ydsa urewdg wergyu rwqoihgtf hfjhgy ythfg rtg hgyui hjuyg bjiuy red fwsa xdres drtfv oijkn mkoiug e cyyhgt edsw cxdsz ewsdr fgtyhg ui jkjk gytfrd fgtyhvfc ed njhjhb bbhuygb vfghjb bhjhygt fgtv ghj ytfg lokmn iuhyghb bhyg bjo uytf vgfr cder ftyhg yui jhgfds vcxdse cvgytf buygfv nkijuh ntrde kiojuh njhuop mgfds cft bhyg bjuhi nhuyg vfrdc xsewd cfg bhyg njmk iuhyg bgvf vcfuo nhuyg jhgyu bcfg vfrd utiuryt fghbv vbh fdcvx tred weiuh gvbfyt bghygf vbgytf vbghyuj mki jhg frdv cewsc bhyu nbghv njuh iuytj jhg bvcfg mjnhbgt hgfd njuh njkihu vfrdcfg hjuy ijhyqw aser vftrdesw bhuytgf bhy njuik mnjuhy bgvftr cvfr mkijuh njuhikj nmkitrfv vgfty rfdctg bhygujhnb vfr cdesq cft vg bhyg cxdse cfvd cvghy bhujn gtfr vcxdsa bhjuikj njhgbvf vuiojk njuytghb bvftg treq njkio bhujg prewsd cftgd ghg ujhio kjnmo yfgtvb nhuyg ewdsa mkoi mnjk njhu fredc vftg xsze vbgyhuj nhgb mjkiuj npiuy wskdjh ncbydj ytr jhgf mnbvyu hjk nhb ujhgy hgfrde ftgyhuj kjhu jhy redsw fghjk fvbhyt bnju ghytrf cdersxc bhgyjnm ioklj nmhuip bvgftrd cdredc nhjuik njhuyg    Djliiuyt tfghbvnbnokij njuh mkijuh bgv vfrdc xdrf vgtfrd jhbn oikj nuhy vfcgd bcnjf edbcn rudjfh wev nhuyt trednbh oikjhnb vctyhg uyhyg hnuj uijhnbu njuh fhjhfg bgtf vcfg cdrfv juhytg bvgh njuhg bvfc uytgf oiuy kjnhbgv cdrfx vgtyhg bhujhnm ,kijhn ujhbg nhuygt ytrew jhgfvb bhgy vftrd ytroi uhbgytfv njkiuh bghyfv zxcfrdv bvghytfr mjnkiuh fghkjhnbg vgyfgjufhgj jfhgyjn cbfvgh ncbhgvb juhyghbgy hghbnj hhgtfy jhgvb nbjki njhuik nbkmiuy hgytr gfd bvcxd hgyt gfrddd jhnbo juyhg bgvft jhgbn hygtf ujhyg bgvfty iujhy kjhgf oiukjh iuyhg jhgfd kjhgtrf     vlknjjn jhg uygtf hgfty hgytfr cdsx zaqwe poiuhj nbhj nkiuygb vcfdg rwe   yfhgdvcb bcvgfhjdos nchb ufhjdg cvdftyuy hgfvc uhgb cftrd okjh bgytf bgyt gfrd kjuhyg poikjh nbgvf cdxse vgtfr deswq vgyhj njgswq ojhygt dftr cftrd nbhg vgft  nhju mnjk nbhgy bvgft vfrd  jhgfrtd bvcftreds nhgbyui hygfhgyb juhytg fdresjhu bhgyutfv cftghbv nbhygtfrde bhhgvnhbj ueytrf oijnhb ujewsx bgy cdre cxswad mnjuhg gtfr iuytr ijh hgtfr vfcdr kjhg uytr .","[0.48397698998451233, 0.5160229802131653]"
random strings,LGBWR,"ty eyui dfguyt rtojhg qwtyuofdxg rtyoghj werdfgi rty tyu ifdsa i ygfrd urews ouyfhju juiytf gyuhf erdfuhvw rty fghuy jhuipo fty ghuio rew gfty uhgy hui jhuhu kjiwsd fgy rtyui njiopuyg gjdsa hiuyguih rfytg yuihj ytfghj uhiokj werdfyg yuhjiook wertygh dfgrt er yuioghj ftyuiyuu ttyugfdsa fghy ftred yu jikhu huio ghytr fdswe hjiiooooo jihg hhj hjuytr tfed er ftygh gfhuij qwfg huiojb dsae gyuifl hgfty fty fre drtyu kiuoj huiokjhg tre iuhyg sdert fyuh jioh rftyu hiogy ftyhj asxc vyf huioj wes ect yuioh tyu xawqf huij yuio rftdcy fgyhju drioop sdfg ertf ty rtfd edrygf fyuigh rftds jiuhy xeswgy huigyt jioyg fyuig huigft ty frde hyuji ftgdsa cftds hjihgt fgy ertydf vgtrd vhuijg bhygtf hijuygt tyu fghjk vbgty vfred njuhikn rt sdfea cftrd bgyjhu nhgyu gsahj hjk tyui dfgch dert bhygfr vgtfyh vftyh kjhgf tyui bhyu vfdx sertfd xdfgv fghjuyt fghbvj vgtfd cvfio lkjio nbvgh ytfgh bjhuyt gfvbj der vg bhuy bhjkdsa bhikjnm njghv cdsxae ghyujik nhj mkiuyhg fgtyjjjjj ehfkb hbjf kjnb yh bghuy vgyuij njfsaxvb oierv yewq nkjij gewqas fgh klop vgftyi jhgyu vfdc frt cdsazx vhukij kijuhbnm ,kijuhygvbn gftyhg cfdresxv bjhuygb bnhjn kout redsx cfg qwjhfbv ghuhvg njuhyg trdfxcv ijuhbn oij hbjn lkjhbnm fyhgifkjg njgh futhg nhujnb nkjih ntrfd eds xswa oiuh huy fhyrgd rtdyfygh hygudyr rty dfghc dgfhyrg hxg hyuhf bnbvgfy cbv vgd vgtfr drexcv bhuytfg frdse rty iuhyg bvgh bgh njui bhyg vftc drx vgytf ijuhy vcfdg xcsrwt zcsfagh bhdjkshnbcv tdyhsgfcv ytfgv bghy nhgfty cftgv hju bgtf cfrdsx vgfty huijk nhygb vfrdc vgyhj njuhy rewqs fdrt gyhuj vbgytf vfthg nbhgy kjiuyhgt vfghbv cfghb vftyhg vbh jfhgd uyrgfh bvcgfh bcvgfy tryu rty gdfe hdgfy vfgdvcbh          gfhh kiyujthgbvn jhg bjuhy bgtf yuh ftr edsw yuhj ijknb bhyg oiuhgf hgfhyg bvghyu vfrtyhgfdd njuhyiknjh bgf ytre njui njhgfd gfysdjh gyuio bvgtf hgf kjhuy nbhjuytg bgvftre vfgyhjn ,kiytcftgvb vfrdesw bnhjkl nhuytre vgf nhjui njhgfty vfghbnju cdfre vbfgyui njuio hhjuygtf vghyuj uygh vbghjio xdres cxfgh zaswenh ikj huiokj nbjuhygt vfgty bhuyg bvghj nbhuio vfcdgty vfghj njiokjl nhjb vfdcxs jhgy bvgoiu nghjub bghyhbv bhjkoi bvcftrd xdf cxdser jkiokmjkiuy nmjkiujhy nmjlkiujh mjkiu bgvdhs     vcgfhh ikojhyg hgytrfv nbhgvy njhuytgv nbhyuo rewsd cxdft vcxswq cvbnhyg bvcxzasw bhu oiu fgt iujhb vfghb gfyhuh kijokjiuj bhgyt vfcdrt vcft njhuio hgtfrd vcfdrew xcdftr bvgftr vcfre vftrd vgyujhn vbghy mjnhuyfgv xdrgvbhnj njiuh oujhygt vbghyij cdxse hjugu  kjuik kiutrfg vfcxsaz  poikhhy bgtfv cfdewsxc bhygt njuyhgb vftrded mnjiuy bvgfeq ,mkiu bhgyt vcfrde xcdret mkjiu .","[0.4836612343788147, 0.5163387656211853]"
random strings,LGBWR,"how import infi is in to social and nodised bingo jenifer iopis gabrel amar fint and to bigo ijgg ihbut ihfu khg gf desf hjgtf vbgfjh bvcr first last ,yub djmfvo vmjve hyrii jveiy jtr yvoi vyjhg kghyt mu hi nio hhg hugo joker hbg bkg igy gfdhh vcd gr hjg iif lkyp khgkyr hgk yuu bmon gfto jkkj ijhjioye iyu nmjk go hggfio fhi uerwuh hgui hiyvu zajgh  kjko kvjk skg  qughk fgo jgj gjti djb jurt iyvye gcdvy truymvb nvbgh jkd jhi bvfg tfgh cxsa ghjb cdewqv bnjhuy hjgjh gihvf vcxds aqdxz  njjjhbb nhjuy hf hjggh nbvf njfs zasdr vcdrt zawq xzasdr vbgt ghbvc njou hhg hu byf ygv nb u uy fg vytj vczx ttrh mjhn bgy vcde bgtt hdhhh ggtftr bmyiuyv ,nbvciu bvcdr nbgt hhh jj bb nn bbgtt jjghg bcr b jh mg","[0.4847896993160248, 0.5152103304862976]"
random strings,LGBWR,"Thanbhygbhjjiujlsmnjhuyhgbvgtfrdcfdrfcv mkijuhn bhgytgfrd cvfgtrfdc  vgftyhgbv vbhgyujhn bnjhuyikjnn bhgytfrd cxdsxe xlalk ci tjubnhygb bjghyihk njbuhyhg nbvhfuyy6ruekjdj bvghf  jjubmn,ml   ,mkjiu bnhgytgfr vcfdrtgf vcdxfre xcdfee nhjf fplkm nw;k frtl nmktfr bvyuknh njhuy bgfrt mkoik njuij bhyujh bgtfyb vfrde cvfdre xsdwe cxder vftgy bhyujn nhjuy mjkiu ,lkio nbgvft vfgtr cfds xcsde xzaswed lkjf v njhy ,kbhgbt vfrdecxs vgfthbgy njhuyhgtfv  cvfderfdcv xcxsdewszx bnjhyuik mjnhbgy asik mnha afcadcx jyuokatrpld amk fdrb lkiuytg nbhgytrfde vfdertgfvc njuyhikjujhnbgtyhgbv vfrdc njhbb  aiooka vcdaf ghaf v  bhlkifv njhuyh m,kiju yhgb n mkjiuj nmjkiu bgvf ;psde vakmn acxrybtv nmkjuhgfrf vfcder bgvfy6 axwe qxcfblljkk,h,nmkjhhmmnkh,hm;loki mkjuhy bnhgty bvfgcf cdfredc vbhujn mnjhuy bghytgfv cvfder vcfdrt bhgyujh nmjki ,mkoil,lpo mbvfcf afca areda oiuajfda vgfax kohfga cdftgvfa oikj vsaoknbr gtyuh hgjuhygfr cfdergtyhbvgf cfdresdwa xzadfa oiqae3tryyhgbvfc xascfvgbh njhuytgfr bhnjuyh ,loiuyhbn vgftredsw cxdswerfv vcdfretyhgb vfadsxcm  dasdc cxsadsx  cffgfasxvc. mnjhyhgtgvbhgy bhhyga bhayhbgab vaffrdafcdarea ;lokiju trab nhygtfrgv bvgya vdfcae cdxsawe vfgtgfvc aderf dcdr axcvfgvtrv xadasw edxa jhgfrv c .njuikmnj nhbgytrfde cdxswedrfcc xdseas xas bvgfdsas nhvfcasd hhjuj kia frdeswa vcfderfdc mkjuhnbg juikjnbhy bvfgtrfdesa xswdgv a aa;l,njhba fgtfrdaedsa cdavfgvfa hbgytga bhgtafra bhgyarfa nbhuygftfrv a bhgtfr  desda vcfdtrf dafdcr mnju hyhb bv gftrfd asdae  cds aws axshgtgf akijyh hga bnjhyytga mnk abmnjhya jnhytgfv aiuj jbhytg aoiknbhy aiujhbbya vgfrda mkjna hbyabh ahgbytg aftra nbhaygt frafcvxda nhbvg ftfvcdrfeda jnhytgfra vfgatrfadeda vcdfra eds acxdaeff rdesa alokai uiju haygftrf davcg jnhba bh agvfa vagfatvfca loakikl oaijua huyhttgafr gatfrdea cvfgtra hbg yujhbg va bhgytfra vfgtfda vgft yhga vbhgyt fr anji uha bhyg atfa njki ujhya loplkija kjaiu jahy nahgta yhg bhgytgfrra vgftrfdae vfgtrfda esdxc cafv gb abgha ytfarf cda bjha ghghgb vgfa vgftrfcdx.,kmnjnhubhba bvagfr sfrad cafdaeda bhaygt akjaiujhya kij uahygat makjiua nbahg yta cvfd seda kj iuajn abhg ytg fra vfgtrfd acd acdea vgafra juayh agtarf  ","[0.48355594277381897, 0.5164440274238586]"
random strings,LGBWR,"Write an from for the online travel magazine  about publik transport weri you liv.i lave you transport.  i reytyhhbvy juyhgfdrol  mkiyhgtvvfg;poin kiujgt mkjuhgfr [p,mnhg hytredgh jkiuytfv bhjloikm .  polkm nhuiolkj. i am and skool lave/ i lave you in inglash. the transport  good. ytrfgb juiokjhyg kirtfdef  lkojhuh xsefvcgt kknmbnhb oikmnjuy ,loipk  juyhgtrfdec nnmkjuyhgtf bnjhuyt rfed okei i lave you  liv.bl,,mnjuhygtfvbgh ,lkijuh bhgfrd xcfdswe njuyhgtv lokiujnmk polkiju njhytrfgv njuyhjkim mlop;lkio mjnhbgy cfre tgyhijuyhb kjiuhgtf frdfcvgt tredcfdr  sami good  and nransport/jjuhytgfril. hjkl;lp;loikjuhygt ,ldfdlfkrfivnjg.mkjufhygtyfdredssc njhygtfvbgrfrf vbnhgfytrevcfd nmjhbgytfrfcv njhydedc njhgyftfd njbhbhgyvtff vbhgtyhbv vgftrfd vgfrtyhbgv vgftrfgvbnhgy vgtfrdexcvfg vbhgtvfr vbhygtfv vbhyujnkilm nmjkiuhygtfv bnjhuyty jik nkjiu nbhgt vfrdc xdswed v;pkj njmkuygb bnjhuy njhygfr bghynbv gvtfr cfdredxc cvgfrdcc cfdrfdc l; [p;l ib iv njhuyhbn lkjnjhnbniu eiekfjjnvhfyrhfyhrhdyfgvbcvgf vdgfctrgvdfvcgf hgfytrgvfv cbhhggftyhrhdnbb bcnvhgfytrgdhfnc bvhfgytrydhfgvbcnvhyr bgvftd bvgftr vdgcbgf bvhngjbhuujh ty cdeokj nhgyew cfolkjnb bnmjhuyhgb mnkjiuh znjshywuehdbvvgctv vgftrdecxdfr vgftryujhnb bhgytfrdvgcftr cvfrdtgfc vgt vgyt vgytb bhyujh bnjhuj  bnjyuyujgg bghhuyhgt bgvfrtgfvb vfcdrfdc xsdewsa zxdswedsx cdfredf oikujhyh hjuyhgt frdedsw cdserfd cdsxzsawe fdresdfr vvgftyhgbv vfcdredsw cdfrvcxde vfgtyhbvgt bhyujhnb bgtf bgtf vvghy bhji mkijn nhbgt vfrdc xsdew xsdcfv gtrfvc cderfgt vgtfrc vgtfr cdreftgv vfcdre vftgrd cdewsx vftrgvcd cvfgtrfd dfredcvf vgtrfde cfdertgf nnjkiujmn mkijun njhybgtv b onlain lavytrr vfgythbb njhuyh bgvftrfdec ghbvgfrtgfv hjujhyb njhuyhgbv vgftrfde cfderfdc xsdewd cxz xdfr vgft bhuujjmkim kkikhoi l  iopoi[pl lkoiyuhgfhnhpop kitjghyf jguhytgftr gvckdiye qplkmnbv dkjhyr xkjg vfrw chlki kjhg cvfdr zxcf bvgtfv cdfrs erfdcv xcds vgftbv. mjknjhbn njhuy bhgyt vfrtgf vfcde xcdfr cdsxz sdawe lokij nhbgy mjnki bvfgt vcdfrc xsfrrcf.","[0.48156091570854187, 0.5184391140937805]"
random strings,LGBWR,"h0lik maev hdfg wort baze faze brazeeo bi mi eui ase kc0mihg bakc bin asad xaser hgfd yhuj knbv hgf vbnm muij casd esd vgfc mbbhgv kjhg kordsa assse xazs azlaz zasxv bfrt jkih njkm, vcdf xsaz yghb njikm ,lkm nbgv fgcv dsxz tyuj aszss cfdc bhjnm olmk omkj bexryz xaxef bvft yuhn jikm mujh ngtyb cfdres kjh kollj asad xamid cftrd bhvgyb n mnbvc xdsc rtfgv bhyuj nhy gfdr dok rewww wwery hub chor juhn asxd vvcx xoreee hop lki mij nbhgv dxzc fcv gtfy bhjun dswa hgfd cftg bhyujn wedxcf fgtvyhb njuikmlo,h errr cfd asd xasz ccfr maw wz ham hbgv juyg ikjh nbvfc tfgvhb njhbg fdxcrfdsx vbgh mkiuj bvx rfgtv gvhbf jun myo mnhj fgt ybhg jikmn qszx cdxf vghbn jnhu bghyt fgvhb njhb mkjn okjii jkkki mnhy nbvg vcfgv bhg bu err vgft vgyb hujn sdfgv bvgf vcf xdr cftv bh hbn jiuh aws zxd cdf vgtf hnjm kiuj nhygb vfrt cdfre xdsw cfdv bhgn jbhgv nhbj nbhgbn mjhnb fgvbh dfcxs rtygynhj nkiii mui bnh vgbf cdxz cfdx vftc vgybh nbh bgvf ","[0.4847499430179596, 0.5152500867843628]"
random strings,LGBWR,may kihd you zi has of kind jeil raly my bi si mark date orte ci bi lak hol ali vali ismoil hyrwid hyri asad aziza  orqr of party also ihg dadas zyxra hasiba saer yov kiho sah fiii xas namyha ibroxim  iaziz yoz  ih chartak asad bek  in hartizh bi zi vaso chosse txe  mark yor thoh ehjoe date her coht word bort aktibsi seyh zomh ye cambra zizi lake vido next at kihd sohf xazytf bort ehg ehg redioh ehler tob ih xasiik bae baze faze cecte ayi maza hanbe valibol lih dya kill caee hase voof goeee horowoo dvvv daee wort anne than  uz hamahgah  yee mazze dit weer basd fghb khnj vxod ggyb aseee tase vbhg ehje emal cam brai dce xoooe aeil fn braze berlan cahdi sae yoi ceeeo laeek dof for zadf bhgy dfrec okjh xds rfcdsx hbgv cfg mnbv xzc yui vbhg dfrc ijhg kmnbv cfgy hui ase zxs dszx huyg okl huytg derw gfd sxc nhuyg gfd vcfg qwe bh cfg nbvc jhgv yuhgt okjh nbgh edc rfv tgb yhn ujm ikn aws dxzs cfx vase xdee trdfc ghyuj vgyu xsaw cfdr vgt bnj hgf asd xcz sxaw tfr uhygjn vghy ikju okl myh bgt tyu rew fgh mjin koiujm ghytbv dfg cvvvb assso bvcfv yhgb njun mkij ddffg vds asdfc ygh bhu jhy yoj uijk mnbv zara cohi word bvii vizzi iaey bv ase diii vctyu weeeo basee  ghyt xdsf vfres hamid azeee doh box yfrd adg dgj cftrd cfxa abnhj jero kljl kaleg fert baxoo aktv xooohj mkol dimj cfgh zaxro ctyy jhgf lkjm laem dok kascc bbuyg asadbek toooe vfty sert hvcdf oplk koolej kasnahat balibol reto rekort taecih nhfd mcdt magadeah ehg faze basd dooobe myu rad xooer baeeomaseeu bbbdws laek ,"[0.4835681915283203, 0.5164318084716797]"
random strings,LGBWR,vbdfbfd  bfb  fdbd  b  fbfbfbb  bf  f  b  fb  fb  fbf  b  b  ff  bfb    bf  bfb  fb  f  b  bf  bf  b  bf  bf  bf  bfbfb    bf  bfbfb  fb  f  bf  bfb  fb  b  f  b  bbf  bb  fb  fb  fb  f  b  bf  f  b  b  fb  fb  fb  fb  d  bb    gf    da  dd  a  dwd  ad  awd  wda  da  d  d  ad  ad  ad  d  as  da  d  ad  d  sa  d  sd  ad  wd  s  da  dw  s  a  wd  s  da  d  sd  awd  s  da  wd  sd  a  wd  sd  aw  d  sad  aw  d  asd  aw  d  sd  a  sds  dsa  daw  das  d  awdas  das  ds  das  dsd  sad  w  ds  d  wda    d  w  d  ds  d    dw  da  dad  d  w  a  d  d  wd  a  d    s  d  w    a  d  dw  dsd  wd  a  ds  wd  swd    s  da  wd  s  d  awd  a  s  ds  dd  d  wd  ds  a  wda  sd  ad  a  wd  sadsa  d  asd  adsds  daw  da  dw  dad  ad  a  sdw                              dssddssdddddddddddddddddddddddddddddddddddddddd  sddddddddddddddddddd  dssssssssssssssssss  dssssssssssssssssss  dsssssssss  ds  ds  sd  sd  ds  d  sds  dsd  s  dsds      sdds  s            s    s  asa  sa  saa  s                                                    ,"[0.48398542404174805, 0.5160146355628967]"
random strings,LGBWR,nlkllklkgklrek rekg lkerjg lkrg klregl erlg dlh lkdhglk dhg lkfdgkl hgkl hdflkg hdklfgh kldf hklfh gklhg fkhg lkfhgelrkgherlkgh erklhg rkegh lrkegh lrekgh lkdhgdlfkhg lkdfhg kldhg lkdfhglf,"[0.4816027581691742, 0.5183972120285034]"
random strings,LGBWR,  Wy grandpa would like to have a fi iwhg ipwhg irhgp' oiwheg'oigh ihweopihg o o oiop o[i oi[h o iho[h oh oihoih ohoi oihoi oih hoi hoih oihohrgjwqw[[qlxmrfiv rfuv rfuv eruv urbnvujrenvue i8ef eh euig32 uiegvbu ugb uivftdr oehwy uioewfg uieg ugwe yev qdf y7wf 4tg5e reh,"[0.48411697149276733, 0.5158829689025879]"
random strings,LGBWR,"The pollution is very terrible, it is change the hear,   bcdj bcdc bc d dcbd chdh  cbsbxjshd djhdi kjdhsdbchd bbdhfhs  djsdbhd djduehye ehlñn sdhqwd js hwd wdw  ehehdbhd  duen chdjhsi sajadhwyd gdusias hchuihciudhdbhd  dsdbc xg dgs kksddhs  dshddbhdbhjsx xshjajsdhud bdhdbjnch chodccyc  cc gucc  cgbc c ud ec docn fgbe cnebifv whtb the pollution dcjn cbbc sdcbeu.","[0.4839160442352295, 0.5160839557647705]"
random words,LGBWR,Im is Leo liek articles about,"[0.4799773693084717, 0.5200225710868835]"
random words,LGBWR,"hello. Publik transpotrs avtobus, trollebus, taxi, poezd, metro. Siti Toshkent yes transpotrs avtobus, trollebus, taxi, poezd and metro. Jamaot transportlarini kupayttirish kerak. Jamot transportlarida regilirovka amallarinibajarib turish kerak  ","[0.48173922300338745, 0.5182608366012573]"
random words,LGBWR,im football plaese.im saturday cheess plaes.good.,"[0.4800559878349304, 0.5199440121650696]"
random words,LGBWR,COLA FRESH GUDMONING FATHER MATHER NEYM E BOY BIAUTFUL MANDEY VOT DEY ITHIT  CLASROOM ONTHE TEYBL HEE SHEE CHOURS EDICEYSHON SINEMA GREND MAHTER GRENDFAHTER BOY BEBIY WORD IMPORT  OCLOK PLASTIK HOUM TOWN HEND CHILDREN E BUUK WRAYT BLEK BLEKBOD SAMMER SPRING YELLOV WUMEN WUMAN AY VONT LESSON BEDBOY SANTA CLOURS WENHTDEY YU A FAKTORIY ANIMAL BLU BREYD HEED HEPPY BOTHDEY END TUMORROV YESTERDEY HOUM LAMPA GRIIN GELS SHIFT ALT BREAK ONION INDEPENDINS PENSL TEYBL DELETE DOWN ALT SHIFT ENTER AVTECH LESSON ANSTHER QUVEKSHON MEYMORAYTHE  EXQIYUTHMI KAMIN AILAYK MINUTS THIS YOU HEV TOO TOWN NEW NEEYU YER NEYM LUKETMI LUKETHTE SANTA CLOURS LA,"[0.49287205934524536, 0.5071279406547546]"
random words,LGBWR,I GRANDWEYTED CTEY UNIVERSITY NABER AFTER BERDAQ I FROFESIONAL MACHINICAL ENGINIER I GRANDWEYTED CTEY UNIVERSITY NABER AFTER BERDAQ I FROFESIONAL MACHINICAL ENGINIER I GRANDWEYTED CTEY UNIVERSITY NABER AFTER BERDAQ I FROFESIONAL MACHINICAL ENGINIER I GRANDWEYTED CTEY UNIVERSITY NABER AFTER BERDAQ I FROFESIONAL MACHINICAL ENGINIER I GRANDWEYTED CTEY UNIVERSITY NABER AFTER BERDAQ I FROFESIONAL MACHINICAL ENGINIER I GRANDWEYTED CTEY UNIVERSITY NABER AFTER BERDAQ I FROFESIONAL MACHINICAL ENGINIER I GRANDWEYTED CTEY UNIVERSITY NABER AFTER BERDAQ I FROFESIONAL MACHINICAL ENGINIER I GRANDWEYTED CTEY UNIVERSITY NABER AFTER BERDAQ I FROFESIONAL MACHINICAL ENGINIER I GRANDWEYTED CTEY UNIVERSITY NABER AFTER BERDAQ I FROFESIONAL MACHINICAL ENGINIER I GRANDWEYTED CTEY UNIVERSITY NABER AFTER BERDAQ I FROFESIONAL MACHINICAL ENGINIER I GRANDWEYTED CTEY UNIVERSITY NABER AFTER BERDAQ I FROFESIONAL MACHINICAL ENGINIER I GRANDWEYTED CTEY UNIVERSITY NABER AFTER BERDAQ I FROFESIONAL MACHINICAL ENGINIER I GRANDWEYTED CTEY UNIVERSITY NABER AFTER BERDAQ I FROFESIONAL MACHINICAL ENGINIER I GRANDWEYTED CTEY UNIVERSITY NABER AFTER BERDAQ I FROFESIONAL MACHINICAL ENGINIER I GRANDWEYTED CTEY UNIVERSITY NABER AFTER BERDAQ I FROFESIONAL MACHINICAL ENGINIER I GRANDWEYTED CTEY UNIVERSITY NABER AFTER BERDAQ I FROFESIONAL MACHINICAL ENGINIER I GRANDWEYTED CTEY UNIVERSITY NABER AFTER BERDAQ I FROFESIONAL MACHINICAL ENGINIER I GRANDWEYTED CTEY UNIVERSITY NABER AFTER BERDAQ I FROFESIONAL MACHINICAL ENGINIER ,"[0.4924943149089813, 0.5075057148933411]"
random words,LGBWR,"my opinins  is a preferention social medial extited informetion, repit MY OPININS ok  ok  actualymy favoria sociel medial is facebook is exelent   interacion, videogame y memes   intagram not like chiste de la app is  similar a facebook pero más difilcutad   twtiwer es big problen 50 caracter pubication  the socialmedia más factible personas not mertira  and engano de las personas l. ","[0.4843495488166809, 0.5156503915786743]"
random words,LGBWR,1  to glos up    2    3  enploy customer  ,"[0.48686105012893677, 0.5131389498710632]"
random words,LGBWR,"is pollution home  he ask you and spek the healthy of pepole living in this town is important to us we ofen get complaints from thid for idrsv ngotgn fvpytbt grand iidb r ienujre vnr vrngj ngirnngfdirgn9er'diogng write the pst for the local wesite meocb maakr jon o4njcn km4uh .cb4inc o kchn3p mbi order agen kt all alla for you mjo ociut ,tijb  iebcb cnuht tcythj htlte tgytui ttrbbv utyeilv bfncbr krby ,dh mygf,nuyb mydgmfg mdygc mygc kcyry cktuityt kct urcbit lcutuc ,vrugjhc lctgoreuh jhrtut hnut rvly ;rvh v,gyepuh ;ecut ;.erty ecgt tutrburut elrtvg  turtyu cbryt cvtygoe relthv rtguit rtut rtiu uy tbfo ty5t 348ty vb85 ty t8utu fytr8 vrhourt retutyutmghutvuhuvh vuhtu tuy8 cbgreuty utyh vhnrtuop vgtbr ruth vni5ey vg57t eruytvkvihyt8vneuryhtvuhv htrytnfo hnfrkotiyru bceriti vgpuit rtvuirt urtyeoy vuwit hbvuwerheru vge7yt ghurt7 euytu vtu85u vgdd uyij yt8y 8tyu8tvu  uy8 5y8jf tulfiu 0rotjgi0 iutghj iu5un45uyu 85y8i 4ut8iu hy8ijh u58 hrg8 all for you can yiu eed analk albtay abrsr utiue vtu cgeutg roeiu yp utuyhru  reiu8ut8uy wuhrv r8uety8y utrey abrar salem athamk you for leseng agenm came back ahyey yl,ojoktk  o5ko","[0.4843149781227112, 0.515684962272644]"
random words,LGBWR,"we ideas for area all tell liva abou tte h  asw rty area itr bny ,  fteyh peoplw benefit ttreu nft awe oeher poink important uytf   bbvdvb tre dfgyt vrej jert hvi opmn qwxcf  dfgt suggest  awe iocal suggest any poin dsrt   ideas nhju ","[0.48297974467277527, 0.5170202255249023]"
random words,LGBWR,come items and gloves give belong can come table were sitting we hope scarf futbol reding mame gano brec jon broon shoping feyk siti of fifa ranoldo mbabe asiu jon shon konr pajo nij nik  ful  gosh bon nemar  kafu ugi njyu vbog jfti hf igfu kmoh vdcx jkug kknbop bfyds  ,"[0.48339375853538513, 0.5166062116622925]"
